Year,Month,Day,SIE,MeanX,MeanY,StdX,StdY,CorXY
2011,1,22,11175625,121.039595100945,180.826687545439,49.4522742600141,42.1707151159934,0.0737854357576467
2011,1,23,11158750,121.450655315335,180.903439005265,49.1213556945005,42.1513310694272,0.060908718034632
2011,1,24,11118750,121.929229904441,181.066835300731,48.749725010654,42.1376712120952,0.0468731398828573
2011,1,25,11164375,122.173934949337,180.755248278565,48.7146714820795,42.3564764071316,0.0406255829777701
2011,1,26,11223125,122.332405190177,180.484602105029,48.8633610066097,42.4291651900274,0.0370254281565963
2011,1,27,11288750,121.929077621526,180.107740006644,49.1495710210034,42.6155235158802,0.0491521276083754
2011,1,28,11351250,121.562438057483,179.746668869067,49.3089843031199,42.7888137286276,0.0599401096875514
2011,1,29,11402500,121.395910984433,179.44913396185,49.3915363378724,42.9556604329066,0.066992923387128
2011,1,30,11445625,121.332004586905,179.255501556271,49.5497013629288,42.9885531238122,0.0684605340461365
2011,1,31,11451875,121.363859629973,179.294929869563,49.6867462479362,42.8895044152492,0.0684717815828838
2011,2,1,11450625,121.424321816495,179.358495715299,49.8484123833319,42.7964945842589,0.0672753129638301
2011,2,2,11468125,121.404926699003,179.285247152433,50.0250683218343,42.7977874259468,0.068100052549855
2011,2,3,11468125,121.535451523244,179.311297618399,50.111238290393,42.765144536476,0.0646536669488403
2011,2,4,11437500,121.581038251366,179.570928961749,50.252106945619,42.5308418687663,0.0623258623463053
2011,2,5,11437500,121.431693989071,179.551475409836,50.4273581406261,42.5667630610469,0.0668996382179939
2011,2,6,11455625,121.437557968247,179.425718806263,50.5187713549318,42.6496467531467,0.0662956707622653
2011,2,7,11468125,121.342688974876,179.307319199956,50.5828350736035,42.7570107953397,0.0690069933180701
2011,2,8,11501875,121.176275607238,179.105906645656,50.6631372193653,42.8497934356261,0.074005914672991
2011,2,9,11505625,120.93177250258,179.088869574665,50.7415081781703,42.815634843715,0.0794604306269583
2011,2,10,11476250,120.736629996732,179.229876919726,50.8151247731511,42.7546432459625,0.0842468357306918
2011,2,11,11460625,120.786279107815,179.341331733653,50.8801582308775,42.6758561288949,0.0825576009548928
2011,2,12,11506875,120.667372766281,178.869371571343,51.1455757052977,43.2660094868656,0.0940220830784727
2011,2,13,11469375,120.957005067844,179.367772873413,51.0960085116862,42.5690775532398,0.0788648443287117
2011,2,14,11442500,121.210782171728,179.582368363557,50.8745751247397,42.4037310048328,0.0703703828662855
2011,2,15,11493125,121.215346130839,179.3052912067,51.0132298884437,42.5323132079676,0.0709131194575431
2011,2,16,11505000,121.039982616254,179.206269013472,51.0600432720924,42.6094557726143,0.0753149800520256
2011,2,17,11502500,120.956422516844,179.179634861987,51.0113906732695,42.6740705191359,0.0778263017721895
2011,2,18,11530625,120.965906011166,178.97208520787,50.8317674947252,42.8329947089316,0.0773648564607052
2011,2,19,11536875,120.968362316485,178.906983043502,50.7263635522781,42.9036512935872,0.0770663682258294
2011,2,20,11509375,120.914037469454,179.074070051588,50.6187921526795,42.8047483596321,0.0775472696417187
2011,2,21,11508750,120.811502117954,179.068371890953,50.5407710742143,42.8284489050635,0.0812951037262731
2011,2,22,11483750,120.528083160988,179.19402416458,50.5178985279688,42.7777901832542,0.0889099978054092
2011,2,23,11485625,120.421178647222,179.159873755238,50.4326053597167,42.8161822291469,0.0919994998791615
2011,2,24,11468750,120.262615803815,179.281307901907,50.5455757621271,42.7379849990275,0.0979296376487106
2011,2,25,11466250,120.076256404666,179.311566554017,50.6886847561394,42.7345574544479,0.105768740045637
2011,2,26,11438750,119.824937165337,179.384766692165,50.8380220482298,42.8103665870931,0.114356410124481
2011,2,27,11400625,119.539115180089,179.476673427992,50.7361727026172,42.9110379765895,0.12240008322143
2011,2,28,11388125,119.396959552165,179.530157510565,50.6627595701614,42.8930861797127,0.126108281764657
2011,3,1,11407500,119.264847687925,179.432500547885,50.7350742641551,42.9319241568028,0.131335149115879
2011,3,2,11435625,119.310160135541,179.211564737389,50.7377958154264,43.1176668319571,0.130745604997004
2011,3,3,11461875,119.417198320519,179.116800261737,50.7422312707464,43.0996799272132,0.129135197308501
2011,3,4,11520000,119.599826388889,178.829915364583,50.6802651447637,43.2014392658012,0.124881002028243
2011,3,5,11603125,119.862106113655,178.402262321573,50.7773512665935,43.347298718841,0.116042357862241
2011,3,6,11665625,120.024752210019,178.114278060541,50.9217541953703,43.4055904811802,0.111226219491922
2011,3,7,11712500,119.857203842049,177.799306296692,51.0439145257403,43.6241846599515,0.116286646811555
2011,3,8,11658750,119.592473464136,178.063686072692,51.092300585493,43.5419410385701,0.123364818752952
2011,3,9,11639375,119.314342479729,178.128497019814,51.0952279959771,43.5564340141373,0.131049601831041
2011,3,10,11585000,118.971730686232,178.431754423824,51.1003708995164,43.4043290786274,0.141523806613744
2011,3,11,11539375,118.642690786979,178.64355738504,51.0440504775812,43.3480684988362,0.152305339304575
2011,3,12,11558750,118.688655780253,178.512977181789,51.0636223406461,43.4253973367308,0.150664678265562
2011,3,13,11612500,118.810764262648,178.202744886975,50.9416542120644,43.5760073995226,0.145018119710181
2011,3,14,11638125,119.034853122818,178.094033617958,50.9240241587845,43.5770200963251,0.136119167066063
